name_df1,name_df2,price_df1,price_df2,similarity
algabo jab liq coco-miel 221,,$215,,
algabo jab liq antibac ep 900,,$517,,
algabo jab liq floral ep 900,,$475,,
algabo jab liq greentea ep 900,,$475,,
algabo jab liq citrus ep 900,,$475,,
ultra sanit spray 125,,$211,,
ultra sanit gel c/glic manos 4,,$2.207,,
ultra sanitiz superficies 4,,$1.856,,
ultra sanitiz c/glic p/manos 4,,$1.755,,
ultra sanit spray 500,,$338,,
ultra sanitizante gel 500,,$384,,
algabo jab liq kar-agu dp 220,,$124,,
algabo jab liq cocomiel dp 220,,$124,,
algabo espuma manz-mag dp 250,,$215,,
algabo espum cer/canela dp 250,,$215,,
algabo jab liq flower dp 300,,$139,,
algabo jab liq cremoso dp 300,,$139,,
algabo jab liq flower mix 300,,$218,,
algabo jab liq cremoso 300,,$218,,
algabo jab liq coconut dp 300,,$139,,
algabo jab liq f bosque dp 300,,$139,,
algabo jab liq coconut 300,,$218,,
algabo jab liq ftos bosque 300,,$218,,
algabo jab liq flo rain dp 300,,$139,,
algabo jab liq greentea dp 300,,$139,,
algabo jab liq citrus dp 300,,$139,,
algabo jab liq floral rain 300,,$218,,
algabo jab liq citrus 300,,$218,,
algabo jab liq green tea 300,,$218,,
ultra sanit spray 140,,$183,,
ultra sanitizante gel 750,,$540,,
ultra sanitiz gel holder 30,,$208,,
algabo sanitiz dp 300,,$176,,
ultra sanitizante gel 75,,$195,,
algabo sanitiz gel menta 300,,$254,,
algabo saniti incoloro 300,,$241,,
algabo esp antib manz&mag 250,,$341,,
ultra sanit spray superf 500,,$423,,
ALCOHOL EN GEL ULTRA 70% POCKET 70 ML,,$156,,
JABON ANTIBACTERIAL BIDÓN 4 LTS,,$1.664,,
JABON LIQUIDO ANTIBACTERIAL NEUTRO DOY PACK 300ML,,$212,,
JABÓN LÍQUIDO ANTIBACTERIAL 300ML,,$273,,
JABON LIQUIDO ANTIBACTERIAL MANZANA Y MAGNOLIA 500ML,,$371,,
JABON LIQUIDO ANTIBACTERIAL COCO Y LAVANDA 500 ML,,$371,,
COLONIA INGLESA 750ML,,$533,,
COLONIA LAVANDA 500ML,,$462,,
COLONIA INGLESA 500ML,,$462,,
COLONIA AMBRE 500ML,,$462,,
REPUESTO POLVO FÉCULA 250G,,$260,,
POLVO DE FÉCULA TALQUERA 250G,,$306,,
CAJA X20 TALCO PERFUMADO BOLSITA FLORAL 400G,,$194,,
TALCO PERFUMADO FLORAL 250G,,$202,,
TALCO DESODORANTE EN POLVO ANTIBACTERIAL 200G,,$260,,
TALCO DESODORANTE EN POLVO ANTIBACTERIAL 100G,,$177,,
algabo talco clasico 120,,$169,,
algabo talco soft ep 200,,$182,,
DESODORANTE EN POLVO SUAVE 180G,,$215,,
DESODORANTE EN POLVO CLÁSICO 200G,,$182,,
algabo foot mujer 60,,$143,,
POLVO DESODORANTE PARA PIES TALQUERA 100G.,,$168,,
DESODORANTE EN POLVO CLÁSICO 180G,,$215,,
DESODORANTE ANTITRANSPIRANTE PARA CALZADO AEROSOL 153 ML, ALGABO DESODORANTE ANTITRANSPIRANTE PARA PIES AEROSOL x 153 ml ,$322,349.65,92
algabo foot 60,,$143,,
POLVO DESODORANTE PARA PIES REPUESTO 200 G,,$169,,
POLVO DESODORANTE PARA PIES TALQUERA 200G,,$247,,
POLVO DESODORANTE PARA PIES TALQUERA 100G,,$168,,
vais perf calida prim dp 250,,$218,,
vais perf suave brisa dp 500,,$299,,
vais perf calida prim dp 500,,$299,,
vais perf suave brisa 500,,$397,,
vais perf tela calida prim 500,,$397,,
vais perf tela suave brisa 250,,$273,,
vais perf tela calida prim 250,,$273,,
cocoa post solar aloe 200,,$590,,
cocoa post solar aloe 440,,$979,,
cocoa post solar alantoina 250,,$599,,
cocoa post solar aloe 250,,$599,,
cocoa prot solar f45 pomo 130,,$957,,
cocoa prot solar f45 200,,$1.255,,
SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,$510,510.0,100
SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°22 BALON 5, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,$510,510.0,98
SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°20 BALON 5, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,$510,510.0,98
SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°14 BALON 5, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,$510,510.0,98
"CREMA DE ORDEÑE ""3010"" BABA DE CARACOL Y ALOE x 380 grs"," CREMA DE ORDEÑE ""3010"" BABA DE CARACOL Y ALOE x 380 grs ",$567,594.0,100
"CREMA DE ORDEÑE ""3010"" ORIGINAL x 380 grs"," CREMA DE ORDEÑE ""3010"" ORIGINAL x 380 grs ",$567,594.0,100
SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°18 BALON 5, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,$510,510.0,96
SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°16 BALON 5, SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,$510,510.0,96
ESME CREMA DENTAL KID´S CON FLÚOR X 90 G, ESME CREMA DENTAL KID´S CON FLÚOR X 90 G ,$130,124.0,100
DERMOGREEN SACHET CANAS OUT! x 8 gr., DERMOGREEN SACHET CANAS OUT!  x  8 gr. ,$88,92.38,100
APOSITO PROTECTOR FUN! EMOJI HIPOALERGIC x 10 unid., APOSITO PROTECTOR FUN! EMOJI HIPOALERGIC x 10 unid. ,$97,92.5,100
PERFUME GALAPAGOS HOMBRE D'OR, PERFUME GALAPAGOS HOMBRE UGO ,$888,845.24,92
"RODILLERA ""ACTIVA GENUSAN"" ELASTICA TALLE 7"," RODILLERA ""ACTIVA GENUSAN"" ELASTICA TALLE 7 ",$2.968,2827.12,100
EXHIBIDOR ESMALTES, EXHIBIDOR ESMALTES ,$19.302,19756.44,100
CHAPOTEANDO TETINA SILICONA BOCA ANGOSTA BOLSA x 144 u., CHAPOTEANDO TETINA SILICONA BOCA ANGOSTA BOLSA x 1000 u. ,$14.515,80000.0,96
O2+ ESPONJA EXFOLIANTE KONJAC NEGRA (4254), O2+ ESPONJA EXFOLIANTE KONJAC ROSA (4247) ,$964,1010.22,91
O2+ ESPONJA EXFOLIANTE KONJAC ROSA (4247), O2+ ESPONJA EXFOLIANTE KONJAC ROSA (4247) ,$1.061,1010.22,100
O2+ PINZA DE DEPILAR CON PEINE FUCSIA (0171), O2+ PINZA DE DEPILAR CON PEINE FUCSIA (0171) ,$832,792.53,100
TENSIOMETRO DIGITAL FUREY DE MUÑECA LD752, TENSIOMETRO DIGITAL FUREY DE MUÑECA LD752 ,$5.877,6550.0,100
TENSIOMETRO DIGITAL FUREY DE BRAZO LD572, TENSIOMETRO DIGITAL SCIAN AUTOMATICO DE BRAZO LD572 ,$7.753,8536.0,92
BABYLOOK TOALLITAS HUMEDAS ALOE VERA x 70 u, BABYLOOK TOALLITAS HUMEDAS ALOE VERA  x 70 u ,$306,305.03,100
BABYLOOK TOALLITAS HUMEDAS MANZANILLA x 70 u, BABYLOOK TOALLITAS HUMEDAS MANZANILLA  x 70 u ,$306,305.03,100
DISWALD ESPEJO ACRILICO CON AUMENTO DE PIE (66012), DISWALD ESPEJO ACRILICO CON AUMENTO DE PIE (66012) ,$2.881,3169.87,100
DISWALD CEPILLO NEUMATICO PALETA FUME (447), DISWALD CEPILLO NEUMATICO PALETA FUME (447) ,$1.270,1318.66,100
CEPILLO NEUMATICO CHICO OGIB 406, CEPILLO NEUMATICO CHICO OGIB 406 ,$1.105,1052.8,100
CEPILLO NEUMATICO OVAL GRANDE OGIB 405, CEPILLO NEUMATICO OVAL GRANDE OGIB 405 ,$1.194,1137.0,100
CEPILLO NEUMATICO PALETA OGIB 404, CEPILLO NEUMATICO PALETA OGIB 404 ,$907,863.64,100
JACTANS SERUM PARA ROSTRO Y CUELLO 956, JACTANS SERUM PARA ROSTRO Y CUELLO 956 - APTO VEGANOS ,$1.149,1366.63,100
JACTANS GEL VOLUMINIZADOR PARA CEJAS Y PESTAÑAS 952, JACTANS GEL VOLUMINIZADOR PARA CEJAS Y PESTAÑAS 952 - APTO VEGANOS ,$1.149,1366.63,100
JACTANS HIDRATACION EXPRESS EMULSION PREMAQUILLAJE 951, JACTANS HIDRATACION EXPRESS EMULSION PREMAQUILLAJE 951 ,$1.149,1366.63,100
JACTANS BRUMA CORPORAL Y FACIAL 727, JACTANS BRUMA CORPORAL Y FACIAL 727 - APTO VEGANOS ,$1.149,1366.63,100
EXHIBIDOR DE PEINES, EXHIBIDOR DE PEINES ,$25.549,24332.82,100
EXHIBIDOR NEOPRENE DE MOSTRADOR FUREY (CONSULTAR PRECIO), MS EXHIBIDOR (CONSULTAR PRECIO) ,$18.378,123880.2,95
TENSIOMETRO DIGITAL EUROMIX AUTOMATICO DE MUÑECA YKBPW4, TENSIOMETRO DIGITAL EUROMIX AUTOMATICO DE MUÑECA YKBPW4 ,$5.877,5597.0,100
TENSIOMETRO DIGITAL EUROMIX AUTOMATICO DE BRAZO YKBPA1, TENSIOMETRO DIGITAL EUROMIX AUTOMATICO DE BRAZO  YKBPA1 ,$7.753,7384.0,100
JESSAMY CEPILLO DELFIN CHICO J 142, JESSAMY CEPILLO DELFIN CHICO J 142 ,$415,439.6,100
ALFA CURL MODE CREMA PARA PEINAR x 300 ml., ALFA CURL MODE CREMA PARA PEINAR x 300 ml. - APTO VEGANOS ,$789,1016.82,100
ALFA OIL NON OIL GEL FINALIZADOR x 240 ml., ALFA OIL NON OIL GEL FINALIZADOR x 240 ml. - APTO VEGANOS ,$789,1053.46,100
IYOSEI ARGAN SHOCK ELIXIR SHAMPOO x 230ml. YHA170, IYOSEI ARGAN SHOCK ELIXIR SHAMPOO x 230ml. YHA170 ,$627,687.15,100
O2+ ESPONJA MAQUILLAJE BEAUTY BLENDER VIOLETA (4018), O2+ ESPONJA MAQUILLAJE BEAUTY BLENDER VIOLETA ,$472,449.74,100
MAC SET MANGO MEN RED LEGEND + SHAMPOO, MAC SET MANGO MEN RED LEGEND + SHAMPOO ,$5.156,4910.61,100
MAC SET MANGO MEN BLUE ATTRACTION + SHAMPOO, MAC SET MANGO MEN BLUE ATTRACTION + SHAMPOO ,$5.156,4910.61,100
MAC GREGOR SET UNIFORM MEN LEXINGTON x 100ml + NAIPES, MAC GREGOR SET UNIFORM MEN LEXINGTON x 100ml + NAIPES ,$4.056,3863.02,100
MAC GREGOR SET UNIFORM MEN BROOKLING x 100ml + NAIPES, MAC GREGOR SET UNIFORM MEN LEXINGTON x 100ml + NAIPES ,$4.056,3863.02,90
DERMOGREEN SET REGALO CREMAS, DERMOGREEN SET REGALO CREMAS ,$1.323,1386.33,100
SET DE REGALO Nº 7 MILLON, SET DE REGALO Nº 7 MILLON ,$3.034,2889.16,100
SET DE REGALO Nº 6 212 M, SET DE REGALO Nº 6 212 M ,$2.749,2617.87,100
BOLSA COLECTOR DE ORINA NOVA MED CAMA, BOLSA COLECTORA DE ORINA NOVA MED CAMA ,$114,109.0,99
EQUIPO COPROPARASITOLOGICO TABLADA PEDIATRICO, EQUIPO COPROPARASITOLOGICO TABLADA PEDIATRICO ,$602,573.21,100
REPUESTO NEBULIZADOR ULTRASONICO N68 MANGUERA CORRUGADA (P53), REPUESTO NEBULIZADOR ULTRASONICO N68 MANGUERA CORRUGADA (P53) ,$614,585.01,100
AGUJA NEOJET 40x12 18G x 1 1/2 CAJA x 100u., AGUJA NEOJET 40x12  18G x 1 1/2 CAJA x 100u. ,$407,388.0,100
AGUJA NEOJET 50x8 21G x 2 CAJA x 100u., AGUJA NEOJET 50x8  21G x 2 CAJA x 100u. ,$451,435.0,100
AGUJA NEOJET 13x4 27G x 1/2 CAJA x 100u., AGUJA NEOJET 13x4  27G x 1/2 CAJA x 100u. ,$302,309.0,100
BALSAMO LABIAL DISPLAY MOON FLOWER KIDS x 10u., BALSAMO LABIAL DISPLAY MOON FLOWER KIDS x 10u. ,$1.607,1759.91,100
SET DE REGALO Nº 5 212 S, SET DE REGALO Nº 6 212 M ,$1.888,2617.87,91
SET DE REGALO Nº 4 FLOR, SET DE REGALO Nº 4 FLOR ,$1.888,1798.14,100
DERMOGREEN SET REGALO, DERMOGREEN SET REGALO CREMAS ,$1.219,1386.33,100
SET DE REGALO Nº 3 VITA, SET DE REGALO Nº 3 VITA ,$1.777,1692.51,100
SET DE REGALO Nº 2 BELLA, SET DE REGALO Nº 2 BELLA ,$1.800,1714.31,100
SET DE REGALO Nº 1 VERA, SET DE REGALO Nº 1 VERA ,$1.808,1721.77,100
ALFA SET REGALO CARBON ACTIVADO, ALFA SET REGALO CARBON ACTIVADO - APTO VEGANOS ,$2.424,3114.57,100
EXHIBIDOR DERMOGREEN, EXHIBIDOR DERMOGREEN ,$5.039,5278.68,100
DISWALD ESPEJO REDONDO CON AUMENTO DE PIE, DISWALD ESPEJO REDONDO CON AUMENTO DE PIE ,$2.355,2243.04,100
DISWALD CEPILLO NEUMATICO FINO (406), DISWALD CEPILLO NEUMATICO FINO (406) ,$1.105,1147.55,100
DISWALD CEPILLO NEUMATICO OVAL (405), DISWALD CEPILLO NEUMATICO OVAL (405) ,$1.194,1239.34,100
DISWALD CEPILLO NEUMATICO PALETA (404), CEPILLO NEUMATICO PALETA OGIB 404 ,$1.039,863.64,92
DISWALD CEPILLO NEUMATICO PALETON (398), DISWALD CEPILLO NEUMATICO PALETON (398) ,$1.521,1579.34,100
ALFA CARBON ACTIVADO SHAMPOO x 300 ml., ALFA CARBON ACTIVADO SHAMPOO x 300 ml. - APTO VEGANOS ,$818,1053.46,100
ALFA CARBON ACTIVADO ACONDICIONADOR x 300 ml., ALFA CARBON ACTIVADO ACONDICIONADOR x 300 ml. - APTO VEGANOS ,$818,1053.46,100
ALFA CARBON ACTIVADO MASCARA DETOX x 250 ml., ALFA CARBON ACTIVADO MASCARA DETOX x 250 ml. - APTO VEGANOS ,$789,1007.66,100
DISNEY ESMALTE + 2 PLANCHAS DE STICKERS PEPPA PIG, DISNEY ESMALTE + 2 PLANCHAS DE STICKERS PEPPA PIG ,$689,819.43,100
DISNEY ESMALTE + 2 PLANCHAS DE STICKERS LOL, DISNEY ESMALTE + 2 PLANCHAS DE STICKERS PEPPA PIG ,$689,819.43,95
DISNEY ESMALTE + 2 PLANCHAS DE STICKERS FROZEN, DISNEY ESMALTE + 2 PLANCHAS DE STICKERS PEPPA PIG ,$689,819.43,91
HIPOALERGIC APOSITO PROTECTOR PLASTICO SURTIDO x 30 unid., HIPOALERGIC APOSITO PROTECTOR PLASTICO SURTIDO x 30 unid. ,$303,288.81,100
JESSAMY CEPILLO CABELLO NEUMATICO OVAL RECTO AZUL, JESSAMY CEPILLO CABELLO NEUMATICO RECTO (C631) ,$599,565.2,94
JESSAMY CEPILLO CABELLO NEUMATICO OVAL VIOLETA, JESSAMY CEPILLO CABELLO NEUMATICO OVAL COLOR (C850) ,$599,855.65,90
JESSAMY CEPILLO CABELLO NEUMATICO ARAÑA VERDE, JESSAMY CEPILLO CABELLO NEUMATICO ARAÑA VERDE ,$599,570.0,100
JESSAMY CEPILLO CABELLO NEUMATICO PALETA ROJO, JESSAMY CEPILLO CABELLO NEUMATICO PALETA ROJO ,$599,570.0,100
BARBIJO KN95 x 20 u SPENQ, BARBIJO KN95 x 20 u SPENQ ,$662,630.0,100
JACTANS BE SIMPLE CORRECTOR FACIAL TOSTADO x 5ml 740/003, JACTANS BE SIMPLE CORRECTOR FACIAL TOSTADO x 5ml 740/003 ,$718,820.66,100
JACTANS BE SIMPLE CORRECTOR FACIAL BEIGE x 5ml 740/002, JACTANS BE SIMPLE CORRECTOR FACIAL TOSTADO x 5ml 740/003 ,$718,820.66,90
JACTANS BE SIMPLE CORRECTOR FACIAL NATURAL x 5ml 740/001, JACTANS BE SIMPLE CORRECTOR FACIAL NATURAL x 5ml 740/001 ,$718,820.66,100
JACTANS AGUA MICELAR BIFÁSICA x 105ml, JACTANS AGUA MICELAR BIFÁSICA x 105ml ,$1.005,1229.83,100
JACTANS DELINEADOR LABIAL LAPIZ MADERA ROJO 605/013, JACTANS DELINEADOR LAPIZ MADERA NEGRO 605 ,$287,341.86,92
JACTANS DELINEADOR LABIAL LAPIZ MADERA PINK 605/012, JACTANS DELINEADOR LAPIZ MADERA NEGRO 605 ,$287,341.86,92
JACTANS DELINEADOR LABIAL LAPIZ MADERA RAISIN 605/009, JACTANS DELINEADOR LAPIZ MADERA NEGRO 605 ,$287,341.86,92
JACTANS AGUA MICELAR x 105ml 693, JACTANS AGUA MICELAR BIFÁSICA x 105ml ,$862,1229.83,93
JACTANS DELINEADOR LAPIZ LABIAL MADERA CHOCOLATE 605/004, JACTANS DELINEADOR LAPIZ MADERA NEGRO 605 ,$287,341.86,92
JACTANS DELINEADOR LABIAL LAPIZ MADERA BURGUNDY 605/003, JACTANS DELINEADOR LAPIZ MADERA NEGRO 605 ,$287,341.86,92
JACTANS VOLUMINIZADOR LABIOS HIDRATANTE 519/002, JACTANS VOLUMINIZADOR LABIOS HIDRATANTE 519/002 ,$1.076,1161.43,100
JACTANS REPARADOR INTENSIVO PARA LABIOS CON COLAGENO, JACTANS REPARADOR INTENSIVO PARA LABIOS CON COLAGENO ,$1.076,1161.43,100
EXHIBIDOR ORGANICS (CONSULTAR PRECIO), MS EXHIBIDOR (CONSULTAR PRECIO) ,$5.284,123880.2,95
ALMOHADILLA TERMICA SILFAB CERVICAL AL92/GR, ALMOHADILLA TERMICA SILFAB CERVICAL AL82 ,$9.328,7106.77,94
ALMOHADILLA TERMICA SILFAB SMALL AL90/GR, ALMOHADILLA TERMICA SILFAB SMALL AL90/GR ,$8.806,8386.38,100
AGUJA NEOJET 25x8 21G x 1 CAJA x 100 u., AGUJA NEOJET 50x8  21G x 2 CAJA x 100u. ,$314,435.0,90
AGUJA NEOJET 40x8 21G x 1 1/2 CAJA x 100u., AGUJA NEOJET 50x8  21G x 2 CAJA x 100u. ,$314,435.0,94
CLAMP UMBILICAL GREYTON, CLAMP UMBILICAL GREYTON ,$35,33.12,100
MAS CEPILLO BRUSHING GRANDE 239, MAS CEPILLO BRUSHING GRANDE 239 ,$923,878.61,100
ESMALTES PASTELES CAJA x 20 u., ESMALTES PASTELES CAJA x 20 u. ,$4.808,5265.65,100
LAPIZ LABIAL CAJA EXHIBIDORA x 30 u., LAPIZ LABIAL CAJA EXHIBIDORA x 30 u. ,$6.788,7434.91,100
ESMALTES NACARADOS Y CREMOSOS caja x 20 u., ESMALTES NACARADOS Y  CREMOSOS caja x 20 u. ,$4.808,5265.65,100
PLANTILLA SOFEET MUJER PARA CHATITA, PLANTILLA SOFEET MUJER PARA CHATITA ,$2.434,2318.33,100
DERMOGREEN ORGANICS LECHE HIDRATANTE TE VERDE KARITE ALOE x 500 ml, DERMOGREEN ORGANICS LECHE HIDRATANTE TE VERDE KARITE ALOE x 500 ml - APTO VEGANOS ,$881,922.52,100
DERMOGREEN ORGANICS LECHE REAFIRMANTE ARGAN OLIVA x 500 ml, DERMOGREEN ORGANICS LECHE REAFIRMANTE ARGAN OLIVA x 500 ml - APTO VEGANOS ,$881,922.52,100
DERMOGREEN ORGANICS LECHE HUMECTANTE LOTO Y ALOE x 500 ml, DERMOGREEN ORGANICS LECHE HUMECTANTE LOTO Y ALOE x 500 ml - APTO VEGANOS ,$881,922.52,100
BARBIJO TRIPLE CAPA MAXIMO ESFUERZO x 50 u., BARBIJO TRIPLE CAPA MAXIMO ESFUERZO x 50 u. ,$709,675.0,100
GUANTE NITRILO DEXAL AZUL GRANDE x 100 u., GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u. ,$626,596.0,93
GUANTE NITRILO DEXAL AZUL MEDIANO x 100 u., GUANTE NITRILO DEXAL AZUL GRANDE x 100 u. ,$626,596.0,90
GUANTE NITRILO DEXAL NEGRO GRANDE x 100 u., GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u. ,$626,596.0,100
BARBIJO TRICAPA TERMOSELLADO GASANA x 50 u. NEGRO, BARBIJO TRICAPA TERMOSELLADO GASANA x 50 u. NEGRO ,$1.045,995.0,100
BARBIJO TRICAPA TERMOSELLADO GASANA x 50 u. AZUL, BARBIJO TRICAPA TERMOSELLADO GASANA x 50 u. NEGRO ,$1.045,995.0,94
ESPEJO CON AUMENTO 10x, ESPEJO DOBLE FAZ CON AUMENTO DE CARTERA (ARTICULO 0314) ,$538,938.95,90
IRRIGADOR PLASTICO ATUCHA x 2 LITROS, IRRIGADOR PLASTICO ATUCHA x 2 LITROS ,$624,594.0,100
JESSAMY CEPILLO CABELLO NEUMATICO RECTO (C631), JESSAMY CEPILLO CABELLO NEUMATICO RECTO (C631) ,$534,565.2,100
TELA MICROPOROSA FUREY S/CARRET (MOD 2) 5cm," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 1,25cm ",$1.257,2534.0,94
"TELA MICROPOROSA FUREY S/CARRET (MOD 2) 2,5cm"," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 1,25cm ",$1.257,2534.0,94
"TELA MICROPOROSA FUREY S/CARRET (MOD 2) 1,25cm"," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 1,25cm ",$1.257,2534.0,98
TELA FUREY MICROPOROSA C/CARRET (MOD 2) 5cm," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 1,25cm ",$1.572,2534.0,96
"TELA FUREY MICROPOROSA C/CARRET (MOD 2) 2,5cm"," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 1,25cm ",$2.300,2534.0,96
"TELA FUREY MICROPOROSA C/CARRET (MOD 2) 1,25cm"," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 1,25cm ",$2.367,2534.0,100
TELA FUREY MACROPOROSA PLASTICA (MOD 2) 5cm," TELA FUREY MACROPOROSA PLASTICA (MOD 2) 1,25cm ",$2.378,2740.0,96
"TELA FUREY MACROPOROSA PLASTICA (MOD 2) 2,5cm"," TELA FUREY MACROPOROSA PLASTICA (MOD 2) 1,25cm ",$2.378,2740.0,96
"TELA FUREY MACROPOROSA PLASTICA (MOD 2) 1,25cm"," TELA FUREY MACROPOROSA PLASTICA (MOD 2) 1,25cm ",$2.499,2740.0,100
JMY CEPILLO NEUMATICO PALETA METALIZADO (C650), JMY CEPILLO NEUMATICO PALETA METALIZADO (C650) ,$1.611,1703.45,100
JESSAMY CEPILLO CABELLO NEUMATICO OVAL COLOR (C850), JESSAMY CEPILLO CABELLO NEUMATICO OVAL COLOR (C850) ,$775,855.65,100
JESSAMY CEPILLO CABELLO ARAÑA TUNEL COLOR (C853), JESSAMY CEPILLO CABELLO ARAÑA TUNEL COLOR (C853) ,$735,745.75,100
JESSAMY PIEDRA POMEZ RECTA CON CORDON (P1010), JESSAMY PIEDRA POMEZ RECTA CON CORDON (P1010) ,$157,164.85,100
REPUESTO NEBULIZADOR PISTON CONJUNTO NEBULIZAR P62, REPUESTO NEBULIZADOR PISTON CONJUNTO NEBULIZAR P62 ,$1.288,1226.51,100
"TELA ADHESIVA TUBO HOSPITALARIA ADHESUR 2,5 cm x 4,5 mts"," TELA ADHESIVA TUBO HOSPITALARIO ADHESUR 10 cm x 4,5 mts ",$2.347,2235.0,95
TENSIOMETRO DIGITAL SCIAN AUTOMATICO DE BRAZO LD572, TENSIOMETRO DIGITAL SCIAN AUTOMATICO DE BRAZO LD572 ,$7.753,8536.0,100
MANGO EAU DE PARFUM RED LEGEND MEN x 100 ml., MANGO EAU DE PARFUM RED LEGEND MEN x 100 ml. ,$3.712,4059.44,100
MANGO EAU DE PARFUM BLUE ATTRACTION MEN x 100 ml., MANGO EAU DE PARFUM BLUE ATTRACTION MEN x 100 ml. ,$3.712,4059.44,100
UNIFORM EAU DE PARFUM BROOKLING ST MEN x 100 ml., UNIFORM EAU DE PARFUM BROOKLING ST MEN x 100 ml. ,$2.887,3168.98,100
UNIFORM EAU DE PARFUM BROADWAY ST WOMAN x 100 ml., UNIFORM EAU DE PARFUM BROADWAY ST WOMAN x 100 ml. ,$2.887,3168.98,100
GUANTE NITRILO DEXAL NEGRO MEDIANO x 100 u., GUANTE NITRILO DEXAL NEGRO MEDIANO x 100 u. ,$626,596.0,100
"VITAOL ACEITE DE MENTA, ROMERO, ARGAN Y JOJOBA x 20 ml."," VITAOL ACEITE DE MENTA, ROMERO, ARGAN Y JOJOBA x 20 ml. ",$992,945.0,100
"VITAOL ACEITE DE SANDAlO, ROSA MOSQUETA Y JOJOBA x 20 ml."," VITAOL ACEITE DE SANDAlO, ROSA MOSQUETA Y JOJOBA x 20 ml. ",$992,945.0,100
VITAOL ACEITE DE JOJOBA x 20 ml.," VITAOL ACEITE DE SANDAlO, ROSA MOSQUETA Y JOJOBA x 20 ml. ",$744,945.0,100
"VITAOL ACEITE DE LAVANDA, ROSA MOSQUETA Y JOJOBA x 20 ml."," VITAOL ACEITE DE SANDAlO, ROSA MOSQUETA Y JOJOBA x 20 ml. ",$992,945.0,95
"VITAOL ACEITE DE BERGAMOTA, ARGAN Y JOJOBA x 20 ml."," VITAOL ACEITE DE BERGAMOTA, ARGAN Y JOJOBA x 20 ml. ",$992,945.0,100
GUANTE NITRILO DEXAL AZUL EXTRA GRANDE x 100 u., GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u. ,$626,596.0,94
GUANTE NITRILO DEXAL AZUL CHICO x 100 u., GUANTE NITRILO DEXAL AZUL GRANDE x 100 u. ,$626,596.0,92
GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u., GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u. ,$626,596.0,100
GUANTES NITRILO DEXAL NEGRO CHICO x 100 u., GUANTES NITRILO DEXAL NEGRO CHICO x 100 u. ,$626,596.0,100
BIALCOHOL 70º PORTA x 500 ml, BIALCOHOL GEL C/GLICERINA DOSIFICADOR PORTA x  500 ml ,$240,388.03,94
MARY BOSQUES CARTA COLORES KIT COLORACION,,$94,,
MB LIFTING EN CREMA SOBRE x 20 grs., MB LIFTING EN CREMA SOBRE x 20 grs. ,$116,144.5,100
MARY BOSQUES KIT COLORACION Nº 5.20 BORRAVINO UVA, MARY BOSQUES KIT COLORACION Nº 5.20 BORRAVINO UVA ,$339,387.57,100
MARY BOSQUES KIT COLORACION Nº 55.46 ROJO INTENSO CASTAÑO CLARO, MARY BOSQUES KIT COLORACION Nº 8 RUBIO CLARO ,$339,387.57,90
MARY BOSQUES KIT COLORACION Nº 5.62 VIOLINÉ, MARY BOSQUES KIT COLORACION Nº 5.62 VIOLINÉ ,$339,387.57,100
MARY BOSQUES KIT COLORACION Nº 10.1 RUBIO PLATINO, MARY BOSQUES KIT COLORACION Nº 8 RUBIO CLARO ,$339,387.57,90
MARY BOSQUES KIT COLORACION Nº 9.1 RUBIO MUY CLARO CENIZA, MARY BOSQUES KIT COLORACION Nº 9.3 RUBIO MUY CLARO DORADO ,$339,387.57,91
MARY BOSQUES KIT COLORACION Nº 8.1 RUBIO CLARO CENIZA, MARY BOSQUES KIT COLORACION Nº 9.1 RUBIO MUY CLARO CENIZA ,$339,387.57,98
MARY BOSQUES KIT COLORACION Nº 7.1 RUBIO CENIZA, MARY BOSQUES KIT COLORACION Nº 9.1 RUBIO MUY CLARO CENIZA ,$339,387.57,98
MARY BOSQUES KIT COLORACION Nº 6.1 RUBIO SOCURO CENIZA, MARY BOSQUES KIT COLORACION Nº 9.1 RUBIO MUY CLARO CENIZA ,$339,387.57,91
